episode,reward,ep_block_prob,ep_accepted_requests,avg_latency,executionTime
129.0,42.0,0.28,72.0,44.07,0.28
130.0,54.0,0.18,82.0,73.49,0.26
130.0,48.0,0.2,80.0,78.07,0.26
130.0,22.0,0.18,82.0,112.96,0.26
131.0,46.0,0.21,79.0,69.4,0.27
131.0,64.0,0.13,87.0,47.92,0.27
132.0,30.0,0.19,81.0,111.94,0.27
1132.0,54.0,0.16,84.0,71.5,0.27
132.0,54.0,0.2,80.0,45.6,0.27
133.0,50.0,0.14,86.0,78.52,0.27
133.0,42.0,0.18,82.0,75.61,0.27
133.0,32.0,0.24,76.0,73.19,0.28
134.0,56.0,0.12,88.0,78.87,0.27
134.0,30.0,0.2,80.0,89.56,0.27
134.0,52.0,0.21,79.0,61.99,0.27
134.0,30.0,0.23,77.0,106.72,0.27
134.0,34.0,0.12,88.0,95.75,0.27
134.0,34.0,0.18,82.0,97.88,0.27
135.0,52.0,0.16,84.0,76.05,0.27
135.0,56.0,0.16,84.0,63.96,0.27
